trace_name,number_of_requests,wsr,slab_size,slab_cnt,rebalance_strategy,allocator,tag,throughput,rebalanced_slabs,miss_ratio,n_rebalanced_slabs,monitor_interval,n_alloc_failures,uuid,rebalanceDiffRatio,slab_cnt,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,tuned_improvement
synth_dynamic_400,80000000,0.2,4,149,tail-age,LRU,,535275.4286791161,47.0,0.324943125,47,50000,0,synth_dynamic_400-2943ba4f4fe8ad2b75c1705724a3e26c,0.1,149,0.0920694125,0.0920694125,
synth_dynamic_400,80000000,0.2,4,149,disabled,LRU,,594811.3433742806,,0.4170125375,0,50000,0,synth_dynamic_400-ef2a107a864aec3defebacf4581eb299,,149,0.0,0.0,
synth_dynamic_400,80000000,0.2,4,149,marginal-hits-tuned,LRU,,490133.84481565707,240.0,0.274604325,240,50000,0,synth_dynamic_400-eff5c275406200a339b9b401ca7cd391,,149,0.14240821250000002,0.14240821250000002,0.0048765375
synth_dynamic_400,80000000,0.2,4,149,tail-age,LRU,,576552.886934704,48.0,0.325047325,48,50000,0,synth_dynamic_400-67f4e73699ea76e6c1d5897778d48bc3,0.02,149,0.0919652125,0.0919652125,
synth_dynamic_400,80000000,0.2,4,149,free-mem,LRU,,599355.4209320113,,0.4170125375,0,50000,0,synth_dynamic_400-d2069cd411b656afbe5fb14ab5c6aeca,,149,0.0,0.0,
synth_dynamic_400,80000000,0.2,4,149,tail-age,LRU,,558576.2088184664,41.0,0.3229219375,41,50000,0,synth_dynamic_400-4d8ed6d7f79f2d9bb82188b8262e84e1,0.25,149,0.09409060000000002,0.09409060000000002,
synth_dynamic_400,80000000,0.2,4,149,marginal-hits,LRU,,529382.0928952385,1574.0,0.2794808625,1574,50000,0,synth_dynamic_400-d448c9a0a8779b9af3e338ad8370c18d,,149,0.13753167500000002,0.13753167500000002,
synth_dynamic_400,80000000,0.2,4,149,hits,LRU2Q,,621607.7566337296,137.0,0.30472,137,50000,0,synth_dynamic_400-b8d523f545281d693858ed85c9a93d1b,0.1,149,0.10520815,0.11229253750000001,
synth_dynamic_400,80000000,0.2,4,149,marginal-hits,LRU2Q,warm-cold,615772.5716105105,1574.0,0.2867297,1574,50000,0,synth_dynamic_400-78a84fddca1f1edf31a0ecad1eff536a,,149,0.12319845000000001,0.13028283750000003,
synth_dynamic_400,80000000,0.2,4,149,marginal-hits-tuned,LRU2Q,cold,479908.4490879742,229.0,0.268737225,229,50000,0,synth_dynamic_400-f736f1be3431834c084a9dcf9b3518de,,149,0.14119092499999997,0.14827531249999998,0.008647824999999998
synth_dynamic_400,80000000,0.2,4,149,free-mem,LRU2Q,,573906.4541690616,,0.40992815,0,50000,0,synth_dynamic_400-13de678afa38afaa11a43d6b8ba65240,,149,0.0,0.007084387500000011,
synth_dynamic_400,80000000,0.2,4,149,tail-age,LRU2Q,,511908.6846018226,177.0,0.30006295,177,50000,0,synth_dynamic_400-1ea9207abb111dd465ae07d6af993f77,0.05,149,0.1098652,0.11694958750000001,
synth_dynamic_400,80000000,0.2,4,149,tail-age,LRU2Q,,532324.5984971996,179.0,0.2991168375,179,50000,0,synth_dynamic_400-9f587987fce469c6686547ed9eb60837,0.02,149,0.11081131249999998,0.11789569999999999,
synth_dynamic_400,80000000,0.2,4,149,marginal-hits-tuned,LRU2Q,warm-cold,554903.4578245824,346.0,0.277551025,346,50000,0,synth_dynamic_400-c759a9413a4dc188df63eb31eb839c7d,,149,0.13237712499999998,0.1394615125,0.00917867499999997
synth_dynamic_400,80000000,0.2,4,149,tail-age,LRU2Q,,387732.9793437936,167.0,0.2989274125,167,50000,0,synth_dynamic_400-63d947d6690c73e8ca9e8a0fff8a3e44,0.1,149,0.1110007375,0.11808512500000001,
synth_dynamic_400,80000000,0.2,4,149,disabled,LRU2Q,,614523.6998774018,,0.40992815,0,50000,0,synth_dynamic_400-fb7763bec6c775d0e865571551ef82da,,149,0.0,0.007084387500000011,
synth_dynamic_400,80000000,0.2,4,149,tail-age,LRU2Q,,584616.2747707873,152.0,0.2978426125,152,50000,0,synth_dynamic_400-b37f83591f17a672784757ca9de6928e,0.25,149,0.1120855375,0.11916992500000001,
synth_dynamic_400,80000000,0.2,4,149,marginal-hits,LRU2Q,cold,758865.5664036071,1574.0,0.27738505,1574,50000,0,synth_dynamic_400-3e98cfc0ba6b089c26441b4700c688c1,,149,0.13254309999999997,0.13962748749999998,
synth_dynamic_400,80000000,0.2,4,149,tail-age,TINYLFU,,547825.8108438576,889.0,0.3195489875,889,50000,0,synth_dynamic_400-e2fa0447da5ae93e992bb354596d685b,0.1,149,0.08285328749999998,0.09746355000000001,
synth_dynamic_400,80000000,0.2,4,149,marginal-hits-tuned,TINYLFU,,467149.3381857402,804.0,0.2790845875,804,50000,0,synth_dynamic_400-af0a78e7afffc810886b3d85077aa4c6,,149,0.1233176875,0.13792795000000002,0.004573674999999999
synth_dynamic_400,80000000,0.2,4,149,tail-age,TINYLFU,,492276.4686017806,945.0,0.3209384625,945,50000,0,synth_dynamic_400-bf0ebb8aa4d76e828d3b9126d4ffef21,0.05,149,0.08146381249999995,0.09607407499999998,
synth_dynamic_400,80000000,0.2,4,149,hits,TINYLFU,,510467.10080904816,143.0,0.300460575,143,50000,0,synth_dynamic_400-40f4719011577a75db87ef9607247912,0.1,149,0.10194169999999997,0.1165519625,
synth_dynamic_400,80000000,0.2,4,149,disabled,TINYLFU,,567252.587798302,,0.402402275,0,50000,0,synth_dynamic_400-0d68c9ab57512f43347468ec2be3ca04,,149,0.0,0.014610262500000026,
synth_dynamic_400,80000000,0.2,4,149,marginal-hits,TINYLFU,,593179.0510128358,1574.0,0.2836582625,1574,50000,0,synth_dynamic_400-2f5f975033ecbbc15ecfdc53ff87cfc0,,149,0.1187440125,0.13335427500000002,
synth_dynamic_400,80000000,0.2,4,149,tail-age,TINYLFU,,561294.5235574585,991.0,0.321044825,991,50000,0,synth_dynamic_400-e3a79389d4523a6b022a3814c108ec1a,0.02,149,0.08135745,0.09596771250000002,
synth_dynamic_400,80000000,0.2,4,149,tail-age,TINYLFU,,509658.5608042015,893.0,0.3193881,893,50000,0,synth_dynamic_400-9b65955cb988f8c99b914522ecb8f658,0.25,149,0.08301417499999997,0.0976244375,
synth_dynamic_400,80000000,0.2,4,149,free-mem,TINYLFU,,493400.1293275675,,0.402402275,0,50000,0,synth_dynamic_400-2b37f2ecfdcdc9a16273bff89a386a22,,149,0.0,0.014610262500000026,
synth_dynamic_400,80000000,0.4,4,297,hits,LRU,,544875.6989328103,134.0,0.1856645375,134,50000,0,synth_dynamic_400-37cbd11e15acb1171c9140d4553825bb,0.1,297,0.017730012500000003,0.017730012500000003,
synth_dynamic_400,80000000,0.4,4,297,disabled,LRU,,619350.591724373,,0.20339455,0,50000,0,synth_dynamic_400-ee7fcbc8dbdb7fdf82f34d98628d3dcd,,297,0.0,0.0,
synth_dynamic_400,80000000,0.4,4,297,marginal-hits,LRU,,551932.5272584688,1478.0,0.1355107875,1478,50000,0,synth_dynamic_400-53d86a0cd15f2fc3e49b7fde39c1b244,,297,0.0678837625,0.0678837625,
synth_dynamic_400,80000000,0.4,4,297,tail-age,LRU,,595248.9777446628,106.0,0.1575781125,106,50000,0,synth_dynamic_400-4b3e8f60b104abb36e5f8344406d8318,0.02,297,0.0458164375,0.0458164375,
synth_dynamic_400,80000000,0.4,4,297,marginal-hits-tuned,LRU,,604113.8784919512,463.0,0.1321456375,463,50000,0,synth_dynamic_400-72bb2f939f87fc98778da20a5c16b0be,,297,0.07124891250000001,0.07124891250000001,0.003365150000000011
synth_dynamic_400,80000000,0.4,4,297,tail-age,LRU,,495294.6329397807,99.0,0.157066475,99,50000,0,synth_dynamic_400-45034bd75c944eb7815fa868ff27096f,0.05,297,0.046328074999999996,0.046328074999999996,
synth_dynamic_400,80000000,0.4,4,297,tail-age,LRU,,570802.7028345005,67.0,0.157216375,67,50000,0,synth_dynamic_400-8775bc5f8d24656c16bb03a778da13a1,0.25,297,0.046178175000000016,0.046178175000000016,
synth_dynamic_400,80000000,0.4,4,297,free-mem,LRU,,539424.1607334005,,0.20339455,0,50000,0,synth_dynamic_400-2a9e0a5ab1fdfddaaa526e7efb249a35,,297,0.0,0.0,
synth_dynamic_400,80000000,0.4,4,297,tail-age,LRU,,576251.6319485655,94.0,0.157163775,94,50000,0,synth_dynamic_400-ac0c97f539f38dd6151c7f89f1fcdaa1,0.1,297,0.046230775,0.046230775,
synth_dynamic_400,80000000,0.4,4,297,marginal-hits-tuned,LRU2Q,cold,492157.3741921945,543.0,0.1338669,543,50000,0,synth_dynamic_400-8632c6683b5b22ac9d4998010a8378ed,,297,0.07190292499999998,0.06952765,0.005069537499999999
synth_dynamic_400,80000000,0.4,4,297,hits,LRU2Q,,512694.4924649674,125.0,0.1880954,125,50000,0,synth_dynamic_400-ddcfa56ea91874595e53b03e12426db9,0.1,297,0.017674424999999994,0.015299150000000011,
synth_dynamic_400,80000000,0.4,4,297,tail-age,LRU2Q,,488251.2124808472,193.0,0.1882638375,193,50000,0,synth_dynamic_400-fb4819b5c6e620a1b28f9a0c7db137a7,0.02,297,0.017505987499999986,0.015130712500000004,
synth_dynamic_400,80000000,0.4,4,297,marginal-hits-tuned,LRU2Q,warm-cold,478344.4415245095,560.0,0.148603275,560,50000,0,synth_dynamic_400-104de1798d4cd97f44b4020c801f984e,,297,0.05716654999999998,0.054791275,0.0026465499999999975
synth_dynamic_400,80000000,0.4,4,297,marginal-hits,LRU2Q,cold,588022.3922571535,1495.0,0.1389364375,1495,50000,0,synth_dynamic_400-70f7e184892759a58e002733a4d1e463,,297,0.06683338749999998,0.0644581125,
synth_dynamic_400,80000000,0.4,4,297,tail-age,LRU2Q,,564853.6233228719,187.0,0.1890269125,187,50000,0,synth_dynamic_400-8d063a9c581ef6bec99f748b593e3824,0.05,297,0.016742912499999985,0.014367637500000002,
synth_dynamic_400,80000000,0.4,4,297,free-mem,LRU2Q,,561025.8824905838,,0.205769825,0,50000,0,synth_dynamic_400-148b9b486354fddc81853af6ce29fe93,,297,0.0,-0.0023752749999999823,
synth_dynamic_400,80000000,0.4,4,297,marginal-hits,LRU2Q,warm-cold,642767.417597196,1484.0,0.151249825,1484,50000,0,synth_dynamic_400-2c3be997713434cb2e3c2e7e354a68f4,,297,0.054519999999999985,0.052144725,
synth_dynamic_400,80000000,0.4,4,297,tail-age,LRU2Q,,567521.3113009603,175.0,0.18785195,175,50000,0,synth_dynamic_400-845860419a984f10391eae6de4550d03,0.1,297,0.017917875,0.015542600000000018,
synth_dynamic_400,80000000,0.4,4,297,disabled,LRU2Q,,529070.2892973382,,0.205769825,0,50000,0,synth_dynamic_400-e6285e3ebd8c30f872f2895737df4343,,297,0.0,-0.0023752749999999823,
synth_dynamic_400,80000000,0.4,4,297,tail-age,LRU2Q,,693692.8706235093,153.0,0.1861227875,153,50000,0,synth_dynamic_400-ccb07fe22dfd1409a6b24a9823516b94,0.25,297,0.019647037499999992,0.01727176250000001,
synth_dynamic_400,80000000,0.4,4,297,marginal-hits,TINYLFU,,617489.3336635559,1482.0,0.1475998375,1482,50000,0,synth_dynamic_400-292cec75e8e629613e0cf0d836c7d94c,,297,0.076696175,0.05579471250000001,
synth_dynamic_400,80000000,0.4,4,297,marginal-hits-tuned,TINYLFU,,583668.2609901992,625.0,0.1480991875,625,50000,0,synth_dynamic_400-7b83d5d8e3fb87f2d37bc56dd6eafb10,,297,0.076196825,0.0552953625,-0.0004993500000000095
synth_dynamic_400,80000000,0.4,4,297,tail-age,TINYLFU,,502829.0028083687,593.0,0.1774436875,593,50000,0,synth_dynamic_400-22bb0bee1a3921514c242815764c72ed,0.02,297,0.046852325,0.025950862500000005,
synth_dynamic_400,80000000,0.4,4,297,hits,TINYLFU,,484481.0205229764,139.0,0.2014394125,139,50000,0,synth_dynamic_400-74d9d11b46839ba485e0da778c1a51bf,0.1,297,0.022856600000000005,0.0019551375000000093,
synth_dynamic_400,80000000,0.4,4,297,tail-age,TINYLFU,,612748.3653077397,521.0,0.1704883125,521,50000,0,synth_dynamic_400-6f57e395d98a71ec20fa74c86ffa4962,0.05,297,0.053807700000000014,0.03290623750000002,
synth_dynamic_400,80000000,0.4,4,297,tail-age,TINYLFU,,601560.6804315054,502.0,0.17956325,502,50000,0,synth_dynamic_400-68f11a9224367d5d3079baeba27a0078,0.25,297,0.044732762499999995,0.0238313,
synth_dynamic_400,80000000,0.4,4,297,disabled,TINYLFU,,487276.8113252912,,0.2242960125,0,50000,0,synth_dynamic_400-bc35e46f6652db1554adfa5848f9ce3d,,297,0.0,-0.020901462499999995,
synth_dynamic_400,80000000,0.4,4,297,free-mem,TINYLFU,,544292.9953018503,,0.2242960125,0,50000,0,synth_dynamic_400-16598a804384f7c61caa3c85e755ed85,,297,0.0,-0.020901462499999995,
synth_dynamic_400,80000000,0.4,4,297,tail-age,TINYLFU,,460425.44594180526,538.0,0.1769382,538,50000,0,synth_dynamic_400-f49b8a988947cdd2c89aa685eb679896,0.1,297,0.04735781250000001,0.026456350000000017,
synth_dynamic_400,80000000,0.8,4,593,tail-age,LRU,,658987.8893372532,162.0,0.077896325,162,50000,0,synth_dynamic_400-50fec299457728f72f947ab7f34dcff9,0.1,593,-0.005683725000000001,-0.005683725000000001,
synth_dynamic_400,80000000,0.8,4,593,hits,LRU,,569479.7174198912,75.0,0.07465415,75,50000,0,synth_dynamic_400-c3cec4f2f7ae38550ff7ca1ada441991,0.1,593,-0.0024415500000000007,-0.0024415500000000007,
synth_dynamic_400,80000000,0.8,4,593,marginal-hits-tuned,LRU,,520694.345561201,,0.0722126,0,50000,0,synth_dynamic_400-1d459708504e096fc78000c8f13e8a38,,593,0.0,0.0,0.012549475000000004
synth_dynamic_400,80000000,0.8,4,593,disabled,LRU,,776247.5013439768,,0.0722126,0,50000,0,synth_dynamic_400-d220a0d2c815449feedc8fe2b7c626ef,,593,0.0,0.0,
synth_dynamic_400,80000000,0.8,4,593,tail-age,LRU,,585166.076340163,177.0,0.0781228625,177,50000,0,synth_dynamic_400-cab146518f12b037049ff25c421055d5,0.02,593,-0.005910262499999999,-0.005910262499999999,
synth_dynamic_400,80000000,0.8,4,593,tail-age,LRU,,542610.8284911419,169.0,0.07788595,169,50000,0,synth_dynamic_400-c346b0a8820ef78330f7b90fbf316060,0.05,593,-0.005673349999999994,-0.005673349999999994,
synth_dynamic_400,80000000,0.8,4,593,tail-age,LRU,,656209.4778310189,140.0,0.0785792375,140,50000,0,synth_dynamic_400-ae4cb92ed997d5169cde570d77fb0caa,0.25,593,-0.006366637499999994,-0.006366637499999994,
synth_dynamic_400,80000000,0.8,4,593,free-mem,LRU,,681929.8618688066,,0.0722126,0,50000,0,synth_dynamic_400-afbb3e59fa8d4edba1a0afb36f903ec8,,593,0.0,0.0,
synth_dynamic_400,80000000,0.8,4,593,marginal-hits,LRU,,622913.1646063058,286.0,0.084762075,286,50000,0,synth_dynamic_400-ddd423b2797a16cedd6405343049e04e,,593,-0.012549475000000004,-0.012549475000000004,
synth_dynamic_400,80000000,0.8,4,593,hits,LRU2Q,,621276.1999885029,70.0,0.0863314625,70,50000,0,synth_dynamic_400-91ba5a8c0501bfec0ac604f386e59fc6,0.1,593,-0.009206937499999998,-0.014118862499999996,
synth_dynamic_400,80000000,0.8,4,593,tail-age,LRU2Q,,564076.1206696271,198.0,0.1010363,198,50000,0,synth_dynamic_400-7b8cdaf070a10c8f3e8570b62b206a05,0.02,593,-0.023911774999999996,-0.028823699999999994,
synth_dynamic_400,80000000,0.8,4,593,tail-age,LRU2Q,,504443.8631440608,197.0,0.0988225375,197,50000,0,synth_dynamic_400-98f7cf9eda921d6552728a50584b6c70,0.05,593,-0.021698012500000002,-0.0266099375,
synth_dynamic_400,80000000,0.8,4,593,tail-age,LRU2Q,,548409.6333706531,193.0,0.0976164625,193,50000,0,synth_dynamic_400-c587f2c8b4c62768bd0dd0288804ffd5,0.1,593,-0.0204919375,-0.0254038625,
synth_dynamic_400,80000000,0.8,4,593,free-mem,LRU2Q,,672771.6175654016,,0.077124525,0,50000,0,synth_dynamic_400-9bd362560e1256b47cf96b10f879d94e,,593,0.0,-0.0049119249999999975,
synth_dynamic_400,80000000,0.8,4,593,marginal-hits-tuned,LRU2Q,cold,636338.7107579561,117.0,0.07710405,117,50000,0,synth_dynamic_400-df9ccd93424dd82d53228777ca689b22,,593,2.0475000000005905e-05,-0.004891449999999992,0.005856275000000008
synth_dynamic_400,80000000,0.8,4,593,marginal-hits-tuned,LRU2Q,warm-cold,669503.223049361,122.0,0.0759171875,122,50000,0,synth_dynamic_400-a46f4091002ea4dfded7a67998877d7e,,593,0.0012073375000000025,-0.003704587499999995,0.00564181250000001
synth_dynamic_400,80000000,0.8,4,593,tail-age,LRU2Q,,660744.9089759956,172.0,0.0956726625,172,50000,0,synth_dynamic_400-f21164d9e9935d7148cd8935bdefaecc,0.25,593,-0.018548137500000006,-0.023460062500000003,
synth_dynamic_400,80000000,0.8,4,593,disabled,LRU2Q,,699163.8193427689,,0.077124525,0,50000,0,synth_dynamic_400-e8e7b01798ce9b0f13c04b9890d0a9ac,,593,0.0,-0.0049119249999999975,
synth_dynamic_400,80000000,0.8,4,593,marginal-hits,LRU2Q,warm-cold,522373.6907698424,359.0,0.081559,359,50000,0,synth_dynamic_400-d3c3a57414b0673585df3c2dd8697186,,593,-0.004434475000000007,-0.009346400000000005,
synth_dynamic_400,80000000,0.8,4,593,marginal-hits,LRU2Q,cold,605007.8622948221,369.0,0.082960325,369,50000,0,synth_dynamic_400-2d125071771a5b0cb04d24d4dab4a90d,,593,-0.005835800000000002,-0.010747725,
synth_dynamic_400,80000000,0.8,4,593,marginal-hits-tuned,TINYLFU,,643140.4471216254,75.0,0.0878607125,75,50000,0,synth_dynamic_400-523afbe8b58a4ef47190009d8580cac7,,593,0.002445425000000001,-0.01564811249999999,-0.0011282999999999987
synth_dynamic_400,80000000,0.8,4,593,free-mem,TINYLFU,,548484.0239827215,,0.0903061375,0,50000,0,synth_dynamic_400-60b4ad0d6748bd640d143271fdd816df,,593,0.0,-0.018093537499999993,
synth_dynamic_400,80000000,0.8,4,593,hits,TINYLFU,,527733.1650773609,90.0,0.0996524625,90,50000,0,synth_dynamic_400-5f4cc0b9a9ad6e993c0545f73672e4b1,0.1,593,-0.009346325000000003,-0.027439862499999995,
synth_dynamic_400,80000000,0.8,4,593,tail-age,TINYLFU,,433079.1884047593,238.0,0.0861447875,238,50000,0,synth_dynamic_400-d52ee4fe244d72cda6ead30020bd8dfa,0.02,593,0.004161349999999994,-0.013932187499999998,
synth_dynamic_400,80000000,0.8,4,593,marginal-hits,TINYLFU,,566907.3919482809,298.0,0.0867324125,298,50000,0,synth_dynamic_400-10ca0d16596a5b4b83c9a9b22816889c,,593,0.003573725,-0.014519812499999993,
synth_dynamic_400,80000000,0.8,4,593,disabled,TINYLFU,,495998.5415649956,,0.0903061375,0,50000,0,synth_dynamic_400-1486772fa1ed21af93404eaba9963c29,,593,0.0,-0.018093537499999993,
synth_dynamic_400,80000000,0.8,4,593,tail-age,TINYLFU,,641237.1950003543,201.0,0.093007625,201,50000,0,synth_dynamic_400-4dd7d815bc8f97a59d037e81d9be020a,0.25,593,-0.002701487500000002,-0.020795024999999995,
synth_dynamic_400,80000000,0.8,4,593,tail-age,TINYLFU,,558817.7160912603,227.0,0.0875442625,227,50000,0,synth_dynamic_400-91217c7b3100a5ba90c37d8cc20c71f1,0.05,593,0.002761874999999997,-0.015331662499999996,
synth_dynamic_400,80000000,0.8,4,593,tail-age,TINYLFU,,654279.3135233688,215.0,0.0901744875,215,50000,0,synth_dynamic_400-4df6f9b74be32ac4749b381a1ea107fb,0.1,593,0.00013164999999999705,-0.017961887499999996,
synth_static_202,80000000,0.01,4,5,free-mem,LRU,,562137.7097773763,,0.7755512375,0,50000,0,synth_static_202-33e25b737ded9e548d9d5e4afe68542a,,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,tail-age,LRU,,589150.15850148,,0.7755512375,0,50000,0,synth_static_202-eb775cb91499c5bc00fec35bf734110e,0.25,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,tail-age,LRU,,455134.141087015,,0.7755512375,0,50000,0,synth_static_202-09cb4e7040e6604a4f52792025b4668d,0.1,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,tail-age,LRU,,466711.325294846,,0.7755512375,0,50000,0,synth_static_202-96f2277f4324125b675f09af4d56213f,0.05,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,hits,LRU,,566007.3131361901,,0.7755512375,0,50000,0,synth_static_202-eab807d202fa332099b993852537fc57,0.1,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,disabled,LRU,,485030.496601893,,0.7755512375,0,50000,0,synth_static_202-bfe11935e75697f1c20e960dc7378a67,,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,marginal-hits,LRU,,523715.02161009726,,0.7755512375,0,50000,0,synth_static_202-98999d2db4641fd33f0be2fa0961a0cf,,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,tail-age,LRU,,524581.9036888969,,0.7755512375,0,50000,0,synth_static_202-264e9984f1092189cd299fbd534beada,0.02,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,marginal-hits-tuned,LRU,,491133.17918044765,,0.7755512375,0,50000,0,synth_static_202-62cef8ebc496f5b018583974ac8a198e,,5,0.0,0.0,0.0
synth_static_202,80000000,0.01,4,5,tail-age,LRU2Q,,514101.48608390766,,0.7411098,0,50000,0,synth_static_202-3634e297ab1e69f6dec06dff3156032e,0.05,5,0.0,0.03444143749999995,
synth_static_202,80000000,0.01,4,5,marginal-hits-tuned,LRU2Q,warm-cold,542005.6058710547,,0.7411098,0,50000,0,synth_static_202-603e639c1488ee6999615a1a6517d476,,5,0.0,0.03444143749999995,0.0
synth_static_202,80000000,0.01,4,5,marginal-hits,LRU2Q,cold,488677.9122803298,,0.7411098,0,50000,0,synth_static_202-aa3a123699200d5f500032d4b9cb781d,,5,0.0,0.03444143749999995,
synth_static_202,80000000,0.01,4,5,hits,LRU2Q,,502525.4700892291,,0.7411098,0,50000,0,synth_static_202-8cf90a2f08c66d9b90cdcecbe7ed42a6,0.1,5,0.0,0.03444143749999995,
synth_static_202,80000000,0.01,4,5,marginal-hits-tuned,LRU2Q,cold,539360.8248082622,,0.7411098,0,50000,0,synth_static_202-c880297787519db84466612e5980488c,,5,0.0,0.03444143749999995,0.0
synth_static_202,80000000,0.01,4,5,disabled,LRU2Q,,493633.2217670102,,0.7411098,0,50000,0,synth_static_202-75b90646401e2496bf932da16e316a8f,,5,0.0,0.03444143749999995,
synth_static_202,80000000,0.01,4,5,tail-age,LRU2Q,,485661.17761236354,,0.7411098,0,50000,0,synth_static_202-15ab800b492a81c2417feae2ad7cd811,0.1,5,0.0,0.03444143749999995,
synth_static_202,80000000,0.01,4,5,tail-age,LRU2Q,,516688.9448198968,,0.7411098,0,50000,0,synth_static_202-8113dc45a29a6e291b05f41d0b2316e8,0.02,5,0.0,0.03444143749999995,
synth_static_202,80000000,0.01,4,5,tail-age,LRU2Q,,516690.3445407855,,0.7411098,0,50000,0,synth_static_202-9c32a6da3fa8672ff8d2e6ac09daea3b,0.25,5,0.0,0.03444143749999995,
synth_static_202,80000000,0.01,4,5,free-mem,LRU2Q,,583600.809309753,,0.7411098,0,50000,0,synth_static_202-e6cb4a8deb8847777e585131f7ecd1b2,,5,0.0,0.03444143749999995,
synth_static_202,80000000,0.01,4,5,marginal-hits,LRU2Q,warm-cold,572417.7346280257,,0.7411098,0,50000,0,synth_static_202-32e57ca9327cdca177672f1193287010,,5,0.0,0.03444143749999995,
synth_static_202,80000000,0.01,4,5,marginal-hits-tuned,TINYLFU,,450883.8974820156,,0.740522875,0,50000,0,synth_static_202-33698b7f3f2166e36cbee401e33a6e47,,5,0.0,0.035028362499999965,0.0
synth_static_202,80000000,0.01,4,5,tail-age,TINYLFU,,473857.1874491054,,0.740522875,0,50000,0,synth_static_202-0b6330e6ff28d7698021221a6e91edc4,0.02,5,0.0,0.035028362499999965,
synth_static_202,80000000,0.01,4,5,marginal-hits,TINYLFU,,520078.85282533336,,0.740522875,0,50000,0,synth_static_202-93e9c996b3a86b23e766f2f578d451e8,,5,0.0,0.035028362499999965,
synth_static_202,80000000,0.01,4,5,disabled,TINYLFU,,439465.653053693,,0.740522875,0,50000,0,synth_static_202-b4fe637b416c6598387d1fcb63f99d8d,,5,0.0,0.035028362499999965,
synth_static_202,80000000,0.01,4,5,free-mem,TINYLFU,,517942.5096903557,,0.740522875,0,50000,0,synth_static_202-626bb403f72387f352636f05fb05139a,,5,0.0,0.035028362499999965,
synth_static_202,80000000,0.01,4,5,tail-age,TINYLFU,,436669.0051710704,,0.740522875,0,50000,0,synth_static_202-d709e434808e09a52ca59913b053bd46,0.1,5,0.0,0.035028362499999965,
synth_static_202,80000000,0.01,4,5,hits,TINYLFU,,466869.394800226,,0.740522875,0,50000,0,synth_static_202-f68b6373e8b193b897e3b71ad7aaa2c0,0.1,5,0.0,0.035028362499999965,
synth_static_202,80000000,0.01,4,5,tail-age,TINYLFU,,544398.5358758884,,0.740522875,0,50000,0,synth_static_202-a903191c6bf9ba847d03575fe4348a07,0.05,5,0.0,0.035028362499999965,
synth_static_202,80000000,0.01,4,5,tail-age,TINYLFU,,470470.5662550282,,0.740522875,0,50000,0,synth_static_202-9be38ddf9933d187d6cb3a1402d7f58c,0.25,5,0.0,0.035028362499999965,
synth_static_202,80000000,0.02,4,10,marginal-hits,LRU,,488365.9868372385,1598.0,0.724849125,1598,50000,0,synth_static_202-9bdae353d93f072d50bf95a72d0fc7dd,,10,0.005082237500000031,0.005082237500000031,
synth_static_202,80000000,0.02,4,10,disabled,LRU,,509064.934542252,,0.7299313625,0,50000,0,synth_static_202-fbcd25d324b8a08efd8a0129ec689553,,10,0.0,0.0,
synth_static_202,80000000,0.02,4,10,tail-age,LRU,,601662.0645952497,,0.7299313625,0,50000,0,synth_static_202-64bd33f908cb06f197cb52cb880efd7c,0.25,10,0.0,0.0,
synth_static_202,80000000,0.02,4,10,tail-age,LRU,,598790.7368122006,,0.7299313625,0,50000,0,synth_static_202-b0be761dc3bc60a6509330df9b7e9c40,0.02,10,0.0,0.0,
synth_static_202,80000000,0.02,4,10,free-mem,LRU,,467703.5069093368,,0.7299313625,0,50000,0,synth_static_202-4709e461ed302118c9c09f34f24428b2,,10,0.0,0.0,
synth_static_202,80000000,0.02,4,10,hits,LRU,,530178.683412126,1.0,0.7195476125,1,50000,0,synth_static_202-96dcf4ccd7cf0e131ea4f32c3adfe0ef,0.1,10,0.010383750000000025,0.010383750000000025,
synth_static_202,80000000,0.02,4,10,tail-age,LRU,,550098.92653505,,0.7299313625,0,50000,0,synth_static_202-7ffa6aa49805d76fe7d5a55ac66a1aea,0.1,10,0.0,0.0,
synth_static_202,80000000,0.02,4,10,marginal-hits-tuned,LRU,,603698.6042131583,108.0,0.7198651125,108,50000,0,synth_static_202-814a08eef215f3d8b1146ea997a76491,,10,0.010066250000000054,0.010066250000000054,0.0049840125000000235
synth_static_202,80000000,0.02,4,10,tail-age,LRU,,546359.0044767567,,0.7299313625,0,50000,0,synth_static_202-cc0c96103dda27490d581b31879040de,0.05,10,0.0,0.0,
synth_static_202,80000000,0.02,4,10,marginal-hits,LRU2Q,warm-cold,529231.0947798679,1578.0,0.7143093375,1578,50000,0,synth_static_202-d5baf3a7534ddb071db3c15351cc31cd,,10,-0.014968274999999975,0.015622024999999984,
