trace_name,number_of_requests,wsr,slab_size,slab_cnt,rebalance_strategy,allocator,tag,throughput,rebalanced_slabs,miss_ratio,n_rebalanced_slabs,monitor_interval,n_alloc_failures,uuid,rebalanceDiffRatio,slab_cnt.1,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,tuned_improvement
synth_dynamic_400,80000000,0.8,4,593,hits,TINYLFU,,527733.1650773609,90.0,0.0996524625,90,50000,0,synth_dynamic_400-5f4cc0b9a9ad6e993c0545f73672e4b1,0.1,593,-0.009346325,-0.0274398624999999,
synth_dynamic_400,80000000,0.8,4,593,marginal-hits,TINYLFU,,566907.3919482809,298.0,0.0867324125,298,50000,0,synth_dynamic_400-10ca0d16596a5b4b83c9a9b22816889c,,593,0.003573725,-0.0145198124999999,
synth_dynamic_400,80000000,0.8,4,593,disabled,TINYLFU,,495998.5415649956,,0.0903061375,0,50000,0,synth_dynamic_400-1486772fa1ed21af93404eaba9963c29,,593,0.0,-0.0180935374999999,
synth_dynamic_400,80000000,0.8,4,593,tail-age,TINYLFU,,641237.1950003543,201.0,0.093007625,201,50000,0,synth_dynamic_400-4dd7d815bc8f97a59d037e81d9be020a,0.25,593,-0.0027014875,-0.0207950249999999,
synth_static_202,80000000,0.01,4,5,free-mem,LRU,,562137.7097773763,,0.7755512375,0,50000,0,synth_static_202-33e25b737ded9e548d9d5e4afe68542a,,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,tail-age,LRU,,589150.15850148,,0.7755512375,0,50000,0,synth_static_202-eb775cb91499c5bc00fec35bf734110e,0.25,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,hits,LRU,,566007.3131361901,,0.7755512375,0,50000,0,synth_static_202-eab807d202fa332099b993852537fc57,0.1,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,disabled,LRU,,485030.496601893,,0.7755512375,0,50000,0,synth_static_202-bfe11935e75697f1c20e960dc7378a67,,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,marginal-hits,LRU,,523715.02161009726,,0.7755512375,0,50000,0,synth_static_202-98999d2db4641fd33f0be2fa0961a0cf,,5,0.0,0.0,
synth_static_202,80000000,0.01,4,5,marginal-hits-tuned,LRU,,491133.17918044765,,0.7755512375,0,50000,0,synth_static_202-62cef8ebc496f5b018583974ac8a198e,,5,0.0,0.0,0.0
synth_static_202,80000000,0.01,4,5,marginal-hits,LRU2Q,cold,488677.9122803298,,0.7411098,0,50000,0,synth_static_202-aa3a123699200d5f500032d4b9cb781d,,5,0.0,0.0344414374999999,
synth_static_202,80000000,0.01,4,5,hits,LRU2Q,,502525.4700892291,,0.7411098,0,50000,0,synth_static_202-8cf90a2f08c66d9b90cdcecbe7ed42a6,0.1,5,0.0,0.0344414374999999,
synth_static_202,80000000,0.01,4,5,marginal-hits-tuned,LRU2Q,cold,539360.8248082622,,0.7411098,0,50000,0,synth_static_202-c880297787519db84466612e5980488c,,5,0.0,0.0344414374999999,0.0
synth_static_202,80000000,0.01,4,5,disabled,LRU2Q,,493633.2217670102,,0.7411098,0,50000,0,synth_static_202-75b90646401e2496bf932da16e316a8f,,5,0.0,0.0344414374999999,
synth_static_202,80000000,0.01,4,5,tail-age,LRU2Q,,516690.3445407855,,0.7411098,0,50000,0,synth_static_202-9c32a6da3fa8672ff8d2e6ac09daea3b,0.25,5,0.0,0.0344414374999999,
synth_static_202,80000000,0.01,4,5,free-mem,LRU2Q,,583600.809309753,,0.7411098,0,50000,0,synth_static_202-e6cb4a8deb8847777e585131f7ecd1b2,,5,0.0,0.0344414374999999,
synth_static_202,80000000,0.01,4,5,marginal-hits-tuned,TINYLFU,,450883.8974820156,,0.740522875,0,50000,0,synth_static_202-33698b7f3f2166e36cbee401e33a6e47,,5,0.0,0.0350283624999999,0.0
synth_static_202,80000000,0.01,4,5,marginal-hits,TINYLFU,,520078.85282533336,,0.740522875,0,50000,0,synth_static_202-93e9c996b3a86b23e766f2f578d451e8,,5,0.0,0.0350283624999999,
synth_static_202,80000000,0.01,4,5,disabled,TINYLFU,,439465.653053693,,0.740522875,0,50000,0,synth_static_202-b4fe637b416c6598387d1fcb63f99d8d,,5,0.0,0.0350283624999999,
synth_static_202,80000000,0.01,4,5,free-mem,TINYLFU,,517942.5096903557,,0.740522875,0,50000,0,synth_static_202-626bb403f72387f352636f05fb05139a,,5,0.0,0.0350283624999999,
synth_static_202,80000000,0.01,4,5,hits,TINYLFU,,466869.394800226,,0.740522875,0,50000,0,synth_static_202-f68b6373e8b193b897e3b71ad7aaa2c0,0.1,5,0.0,0.0350283624999999,
synth_static_202,80000000,0.01,4,5,tail-age,TINYLFU,,470470.5662550282,,0.740522875,0,50000,0,synth_static_202-9be38ddf9933d187d6cb3a1402d7f58c,0.25,5,0.0,0.0350283624999999,
synth_static_202,80000000,0.02,4,10,marginal-hits,LRU,,488365.9868372385,1598.0,0.724849125,1598,50000,0,synth_static_202-9bdae353d93f072d50bf95a72d0fc7dd,,10,0.0050822375,0.0050822375,
synth_static_202,80000000,0.02,4,10,disabled,LRU,,509064.934542252,,0.7299313625,0,50000,0,synth_static_202-fbcd25d324b8a08efd8a0129ec689553,,10,0.0,0.0,
synth_static_202,80000000,0.02,4,10,tail-age,LRU,,601662.0645952497,,0.7299313625,0,50000,0,synth_static_202-64bd33f908cb06f197cb52cb880efd7c,0.25,10,0.0,0.0,
synth_static_202,80000000,0.02,4,10,free-mem,LRU,,467703.5069093368,,0.7299313625,0,50000,0,synth_static_202-4709e461ed302118c9c09f34f24428b2,,10,0.0,0.0,
synth_static_202,80000000,0.02,4,10,hits,LRU,,530178.683412126,1.0,0.7195476125,1,50000,0,synth_static_202-96dcf4ccd7cf0e131ea4f32c3adfe0ef,0.1,10,0.01038375,0.01038375,
synth_static_202,80000000,0.02,4,10,marginal-hits-tuned,LRU,,603698.6042131583,108.0,0.7198651125,108,50000,0,synth_static_202-814a08eef215f3d8b1146ea997a76491,,10,0.01006625,0.01006625,0.0049840125
synth_static_202,80000000,0.02,4,10,tail-age,LRU2Q,,470754.9073982723,4.0,0.70943535,4,50000,0,synth_static_202-91dc116c0975fa1268d87d6e6d723a91,0.25,10,-0.0100942874999999,0.0204960124999999,
synth_static_202,80000000,0.02,4,10,marginal-hits,LRU2Q,cold,503112.01482265774,1107.0,0.71536985,1107,50000,0,synth_static_202-1c559964aadb8ea73d8e1c527586b35c,,10,-0.0160287874999999,0.0145615125,
synth_static_202,80000000,0.02,4,10,hits,LRU2Q,,555692.8416794279,1.0,0.6902780625,1,50000,0,synth_static_202-675c095264b0a0d45ae9e304d9e8f17e,0.1,10,0.009063,0.0396533,
synth_static_202,80000000,0.02,4,10,marginal-hits-tuned,LRU2Q,cold,579572.7290314453,35.0,0.7076814875,35,50000,0,synth_static_202-ab5725b625b8c4b714448f0e9742f6ba,,10,-0.0083404249999999,0.0222498749999999,0.0076883624999999
synth_static_202,80000000,0.02,4,10,disabled,LRU2Q,,561836.3692430197,,0.6993410625,0,50000,0,synth_static_202-6df1007d3918cdc6e628738af03be59f,,10,0.0,0.0305902999999999,
synth_static_202,80000000,0.02,4,10,free-mem,LRU2Q,,460661.1057946271,,0.6993410625,0,50000,0,synth_static_202-4e1aac1c0f6798daa2d035c2e15e25d1,,10,0.0,0.0305902999999999,
synth_static_202,80000000,0.02,4,10,marginal-hits,TINYLFU,,431234.463802942,1598.0,0.6982227625,1598,50000,0,synth_static_202-4104d32311df3816ecd00d84684bed77,,10,0.0058756249999999,0.0317085999999999,
synth_static_202,80000000,0.02,4,10,free-mem,TINYLFU,,551824.9645076424,,0.7040983875,0,50000,0,synth_static_202-2cc217faf5afddcff3d8e0e750095f01,,10,0.0,0.025832975,
synth_static_202,80000000,0.02,4,10,disabled,TINYLFU,,464036.6792118842,,0.7040983875,0,50000,0,synth_static_202-0e43ff7bd890207240e3f633ecf0bf48,,10,0.0,0.025832975,
synth_static_202,80000000,0.02,4,10,marginal-hits-tuned,TINYLFU,,450835.7358405434,20.0,0.680299725,20,50000,0,synth_static_202-e3a4bc820caeb6872c2ed0f1bd26f289,,10,0.0237986624999999,0.0496316374999999,0.0179230375
synth_static_202,80000000,0.02,4,10,tail-age,TINYLFU,,387043.55862641614,915.0,0.692944,915,50000,0,synth_static_202-8c1f10f5ada0dab42a03c2100c02af41,0.25,10,0.0111543874999999,0.0369873625,
synth_static_202,80000000,0.02,4,10,hits,TINYLFU,,487001.13753018336,1.0,0.6936462,1,50000,0,synth_static_202-3d78772a925d6ff6ad6543aa44c95eeb,0.1,10,0.0104521874999999,0.0362851625,
synth_static_202,80000000,0.04,4,20,tail-age,LRU,,597105.7320944121,,0.678711075,0,50000,0,synth_static_202-b7f106cba800455c7c2b4115907bad49,0.25,20,0.0,0.0,
synth_static_202,80000000,0.04,4,20,marginal-hits-tuned,LRU,,516827.34486215736,59.0,0.6640033625,59,50000,0,synth_static_202-bbc1b4363cec4fb71610b646d43b5147,,20,0.0147077125,0.0147077125,0.0060507249999999
synth_static_202,80000000,0.04,4,20,marginal-hits,LRU,,655855.0758984053,1597.0,0.6700540875,1597,50000,0,synth_static_202-e92f5dbd016fe977b9c6f29cf0870c03,,20,0.0086569875000001,0.0086569875000001,
synth_static_202,80000000,0.04,4,20,hits,LRU,,653643.2923582708,4.0,0.6673935875,4,50000,0,synth_static_202-272fccf04dbaa9d93a829682b902a556,0.1,20,0.0113174875,0.0113174875,
synth_static_202,80000000,0.04,4,20,free-mem,LRU,,546601.8877880229,,0.678711075,0,50000,0,synth_static_202-3d5d0b1b9fca738153c632cdfc3f8951,,20,0.0,0.0,
synth_static_202,80000000,0.04,4,20,disabled,LRU,,506502.0980949581,,0.678711075,0,50000,0,synth_static_202-b521910addf5061788dbf61059181a7b,,20,0.0,0.0,
synth_static_202,80000000,0.04,4,20,disabled,LRU2Q,,495880.0049822961,,0.6524791125,0,50000,0,synth_static_202-9ead53e10ca70859d642d916822d3ccb,,20,0.0,0.0262319625,
synth_static_202,80000000,0.04,4,20,marginal-hits,LRU2Q,cold,518689.86915231525,1597.0,0.6566394375,1597,50000,0,synth_static_202-3d59a63b9280d1479e85599988434d59,,20,-0.0041603249999999,0.0220716375,
synth_static_202,80000000,0.04,4,20,hits,LRU2Q,,455951.3552960223,4.0,0.643787975,4,50000,0,synth_static_202-a80fa5e4efab4295b8e6a894c41c3ce1,0.1,20,0.0086911375,0.0349231,
synth_static_202,80000000,0.04,4,20,tail-age,LRU2Q,,742145.7705294108,4.0,0.6615273875,4,50000,0,synth_static_202-4d27ac35be6be0c295cc36e9aef648f4,0.25,20,-0.0090482749999999,0.0171836875000001,
synth_static_202,80000000,0.04,4,20,marginal-hits-tuned,LRU2Q,cold,723330.6884782272,44.0,0.640865,44,50000,0,synth_static_202-d5e29b7cd8f6048c9d9edd7570c6812b,,20,0.0116141124999999,0.037846075,0.0157744374999999
synth_static_202,80000000,0.04,4,20,free-mem,LRU2Q,,567122.2301108653,,0.6524791125,0,50000,0,synth_static_202-20814c479b0be0a18cc600a673c2e28a,,20,0.0,0.0262319625,
synth_static_202,80000000,0.04,4,20,hits,TINYLFU,,481615.5729327766,4.0,0.641964525,4,50000,0,synth_static_202-f4ea105de5144cbcee1eaf99ba9c9769,0.1,20,0.0090822375,0.03674655,
synth_static_202,80000000,0.04,4,20,marginal-hits-tuned,TINYLFU,,466193.1461394651,67.0,0.6274421125,67,50000,0,synth_static_202-f6bd31ee0245fb281b5a69909acd52f5,,20,0.02360465,0.0512689625,0.0224194875
synth_static_202,80000000,0.04,4,20,tail-age,TINYLFU,,437708.4324605237,1234.0,0.654641125,1234,50000,0,synth_static_202-4976a912666f54cf21387495fec4fc75,0.25,20,-0.0035943625,0.02406995,
synth_static_202,80000000,0.04,4,20,marginal-hits,TINYLFU,,601897.9949460595,1597.0,0.6498616,1597,50000,0,synth_static_202-9781a98bbb10b2298cb9ff8730b747af,,20,0.0011851625,0.028849475,
synth_static_202,80000000,0.04,4,20,free-mem,TINYLFU,,393491.3436943536,,0.6510467625,0,50000,0,synth_static_202-3568faeb55dbea385bf10ac7e86439f6,,20,0.0,0.0276643125,
synth_static_202,80000000,0.04,4,20,disabled,TINYLFU,,476395.58422871085,,0.6510467625,0,50000,0,synth_static_202-0f69117743cef9404d781aaac7055074,,20,0.0,0.0276643125,
synth_static_202,80000000,0.1,4,49,free-mem,LRU,,539375.882146255,,0.5954881625,0,50000,0,synth_static_202-b17d4529129c54acbaa374bb21a367fa,,49,0.0,0.0,
synth_static_202,80000000,0.1,4,49,marginal-hits-tuned,LRU,,559589.0904175794,56.0,0.5848421875,56,50000,0,synth_static_202-991afbc980a8678008a59ecbab5b017e,,49,0.0106459749999999,0.0106459749999999,0.0055840749999999
synth_static_202,80000000,0.1,4,49,disabled,LRU,,523995.860875659,,0.5954881625,0,50000,0,synth_static_202-9074f6e0ba7eb477106877e49d3c367e,,49,0.0,0.0,
synth_static_202,80000000,0.1,4,49,tail-age,LRU,,479331.6871466371,,0.5954881625,0,50000,0,synth_static_202-74fe6242699912c513534431e1cde427,0.25,49,0.0,0.0,
synth_static_202,80000000,0.1,4,49,marginal-hits,LRU,,569445.5273686923,1593.0,0.5904262625,1593,50000,0,synth_static_202-483fc7e1e211f2cbcea3cb7147576026,,49,0.0050619,0.0050619,
synth_static_202,80000000,0.1,4,49,hits,LRU,,774339.2302918278,15.0,0.5912036,15,50000,0,synth_static_202-b8d26ee9b75674782adfa1dc2370be5d,0.1,49,0.0042845624999999,0.0042845624999999,
synth_static_202,80000000,0.1,4,49,tail-age,LRU2Q,,566542.2023723954,9.0,0.5841922125,9,50000,0,synth_static_202-68744316e2ef1e88452200bb13aa743f,0.25,49,-0.009754075,0.01129595,
synth_static_202,80000000,0.1,4,49,marginal-hits-tuned,LRU2Q,cold,520504.83266560046,75.0,0.5674357875,75,50000,0,synth_static_202-dbef11271808747f75f9f1b7f43e19eb,,49,0.0070023499999999,0.028052375,0.01188405
synth_static_202,80000000,0.1,4,49,marginal-hits,LRU2Q,cold,529646.7464760004,1593.0,0.5793198375,1593,50000,0,synth_static_202-81268733820a422c9a4197ad0fb2d72f,,49,-0.0048817000000001,0.0161683249999999,
synth_static_202,80000000,0.1,4,49,free-mem,LRU2Q,,511349.83533555776,,0.5744381375,0,50000,0,synth_static_202-e8b1008b2274d2454b9fcde8cac4c561,,49,0.0,0.021050025,
synth_static_202,80000000,0.1,4,49,disabled,LRU2Q,,510160.53998367314,,0.5744381375,0,50000,0,synth_static_202-8ef1fa429e72d5f837547f8e60942167,,49,0.0,0.021050025,
synth_static_202,80000000,0.1,4,49,hits,LRU2Q,,660625.6971453283,15.0,0.5766693625,15,50000,0,synth_static_202-f1f2e4604bd5fb5ebc57fde6b6e1655b,0.1,49,-0.002231225,0.0188188,
synth_static_202,80000000,0.1,4,49,marginal-hits-tuned,TINYLFU,,488657.38994581247,87.0,0.556734275,87,50000,0,synth_static_202-69e4d7addc6d8de67cc350fd5a4cdabc,,49,0.0106507875,0.0387538875,0.0159283125
synth_static_202,80000000,0.1,4,49,hits,TINYLFU,,450490.3604923469,16.0,0.5656184375,16,50000,0,synth_static_202-558b90429f9b6b3dec1da604e4ca13cc,0.1,49,0.001766625,0.029869725,
synth_static_202,80000000,0.1,4,49,tail-age,TINYLFU,,473867.9957653851,1178.0,0.5774378125,1178,50000,0,synth_static_202-14fd8227168af638a4fc389b8e1d76e6,0.25,49,-0.01005275,0.0180503499999999,
synth_static_202,80000000,0.1,4,49,disabled,TINYLFU,,500799.01482782746,,0.5673850625,0,50000,0,synth_static_202-9c8111a4b66b364daa13fef88c305dbd,,49,0.0,0.0281031,
synth_static_202,80000000,0.1,4,49,free-mem,TINYLFU,,471928.9683371575,,0.5673850625,0,50000,0,synth_static_202-45c8acce060ebf985ffe18b5e31223ff,,49,0.0,0.0281031,
synth_static_202,80000000,0.1,4,49,marginal-hits,TINYLFU,,443210.6096021565,1593.0,0.5726625875,1593,50000,0,synth_static_202-8c3da4382e76279bbf6f1af8f9409f94,,49,-0.005277525,0.022825575,
synth_static_202,80000000,0.2,4,98,marginal-hits,LRU,,581132.149559249,1586.0,0.4840755125,1586,50000,0,synth_static_202-de3c2d47c2e19ac97f138805fac0a51e,,98,0.0168512374999999,0.0168512374999999,
synth_static_202,80000000,0.2,4,98,disabled,LRU,,552557.8008436159,,0.50092675,0,50000,0,synth_static_202-ff822f8481933b548482f83245517dca,,98,0.0,0.0,
synth_static_202,80000000,0.2,4,98,hits,LRU,,484510.5111792025,37.0,0.5237981875,37,50000,0,synth_static_202-7233b8a36d37409bf7de3ef752a4ba93,0.1,98,-0.0228714374999999,-0.0228714374999999,
synth_static_202,80000000,0.2,4,98,marginal-hits-tuned,LRU,,488003.01402715134,149.0,0.478559675,149,50000,0,synth_static_202-5774a4ddddd3de59477e35392439e6a8,,98,0.0223670749999999,0.0223670749999999,0.0055158375
synth_static_202,80000000,0.2,4,98,free-mem,LRU,,527903.0193217951,,0.50092675,0,50000,0,synth_static_202-e5ae0f67dd97127c8360d5c56d33abe7,,98,0.0,0.0,
synth_static_202,80000000,0.2,4,98,tail-age,LRU,,497119.59326922445,,0.50092675,0,50000,0,synth_static_202-99f2b4cd33d5db262f134e335d1e6a50,0.25,98,0.0,0.0,
synth_static_202,80000000,0.2,4,98,marginal-hits,LRU2Q,cold,467478.49603606167,1586.0,0.4735311375,1586,50000,0,synth_static_202-492f82a26bc38291e07f50976c635915,,98,0.0121260875,0.0273956125,
synth_static_202,80000000,0.2,4,98,disabled,LRU2Q,,502919.7268713508,,0.485657225,0,50000,0,synth_static_202-5169940ff4285caf9cd630d2698aa6ef,,98,0.0,0.0152695249999999,
synth_static_202,80000000,0.2,4,98,free-mem,LRU2Q,,523432.1826737903,,0.485657225,0,50000,0,synth_static_202-7f06f950ed1f0f7e9a7dceeef88f32ef,,98,0.0,0.0152695249999999,
synth_static_202,80000000,0.2,4,98,hits,LRU2Q,,528849.5963643155,37.0,0.516892075,37,50000,0,synth_static_202-d0463613e5383a11319562413c82fa7a,0.1,98,-0.0312348499999999,-0.015965325,
synth_static_202,80000000,0.2,4,98,tail-age,LRU2Q,,506096.5364119098,17.0,0.5106963,17,50000,0,synth_static_202-9076a1600f74880ead171ed80021e22b,0.25,98,-0.0250390749999999,-0.00976955,
synth_static_202,80000000,0.2,4,98,marginal-hits-tuned,LRU2Q,cold,544548.5437530935,89.0,0.461932325,89,50000,0,synth_static_202-c6658e3cd747eecdbacd0eea3a4aa102,,98,0.0237249,0.038994425,0.0115988125
synth_static_202,80000000,0.2,4,98,hits,TINYLFU,,433532.461528382,36.0,0.50116255,36,50000,0,synth_static_202-5d85e6353224718505ce673d7ea24571,0.1,98,-0.0288383875,-0.0002358,
synth_static_202,80000000,0.2,4,98,free-mem,TINYLFU,,446734.35281153343,,0.4723241625,0,50000,0,synth_static_202-057c64c2c35b2c669c461d711d7842d5,,98,0.0,0.0286025875,
synth_static_202,80000000,0.2,4,98,tail-age,TINYLFU,,428704.424938101,1027.0,0.486172975,1027,50000,0,synth_static_202-c2f65e880949848e099aa0aa61f3d228,0.25,98,-0.0138488125,0.0147537749999999,
synth_static_202,80000000,0.2,4,98,marginal-hits,TINYLFU,,471255.84732498456,1586.0,0.460113875,1586,50000,0,synth_static_202-00830f138f4a831804a119ca9c8f7b9c,,98,0.0122102874999999,0.0408128749999999,
synth_static_202,80000000,0.2,4,98,disabled,TINYLFU,,463346.689763719,,0.4723241625,0,50000,0,synth_static_202-bc642a762d5528a0489cd42189790fa0,,98,0.0,0.0286025875,
synth_static_202,80000000,0.2,4,98,marginal-hits-tuned,TINYLFU,,455486.43716958654,230.0,0.4441721875,230,50000,0,synth_static_202-f0e4b178ecb74b8a17ba129af795b5a4,,98,0.0281519749999999,0.0567545624999999,0.0159416875
synth_static_202,80000000,0.4,4,196,marginal-hits,LRU,,539023.7186437999,1564.0,0.2919851875,1564,50000,0,synth_static_202-9267d383d71dd82c3bae70153e6026c6,,196,0.0606300374999999,0.0606300374999999,
synth_static_202,80000000,0.4,4,196,hits,LRU,,576083.5523854023,65.0,0.4293784125,65,50000,0,synth_static_202-1d1d9ca764080a1481b1c5d038158d7a,0.1,196,-0.0767631875,-0.0767631875,
synth_static_202,80000000,0.4,4,196,marginal-hits-tuned,LRU,,458190.71903383895,167.0,0.2842805,167,50000,0,synth_static_202-dd6a667d3bffe3b26eb0f8af09871d2b,,196,0.0683347249999999,0.0683347249999999,0.0077046875
synth_static_202,80000000,0.4,4,196,disabled,LRU,,552265.522264741,,0.352615225,0,50000,0,synth_static_202-fa50986c6f0ee1226ad4e9c6969daf27,,196,0.0,0.0,
synth_static_202,80000000,0.4,4,196,tail-age,LRU,,541059.8090634313,,0.352615225,0,50000,0,synth_static_202-f67f485887b43ba44cb48c9f373414fe,0.25,196,0.0,0.0,
synth_static_202,80000000,0.4,4,196,free-mem,LRU,,506506.01436491904,,0.352615225,0,50000,0,synth_static_202-36c1ff54695a30488f90fd0c5c45fe2a,,196,0.0,0.0,
synth_static_202,80000000,0.4,4,196,hits,LRU2Q,,526231.4853617672,61.0,0.4196438,61,50000,0,synth_static_202-7692454f0742d1b3ac350bb3ec1e21c4,0.1,196,-0.0745871874999999,-0.067028575,
synth_static_202,80000000,0.4,4,196,disabled,LRU2Q,,543751.7030880228,,0.3450566125,0,50000,0,synth_static_202-efaf72c7dcca7d2df34853cfe1c70dc4,,196,0.0,0.0075586124999999,
synth_static_202,80000000,0.4,4,196,tail-age,LRU2Q,,585376.1714218358,25.0,0.382763975,25,50000,0,synth_static_202-497eeff2ff4c6634412a72cc44ce7775,0.25,196,-0.0377073624999999,-0.03014875,
synth_static_202,80000000,0.4,4,196,marginal-hits,LRU2Q,cold,587817.7198416617,1564.0,0.2844966375,1564,50000,0,synth_static_202-0c2ca8a6d075f72f8a9b7a92f29c4193,,196,0.060559975,0.0681185875,
synth_static_202,80000000,0.4,4,196,free-mem,LRU2Q,,529658.6879202516,,0.3450566125,0,50000,0,synth_static_202-b414e4be0468a5f42338d6d6467d9199,,196,0.0,0.0075586124999999,
synth_static_202,80000000,0.4,4,196,marginal-hits-tuned,LRU2Q,cold,606895.3696070588,162.0,0.2734949875,162,50000,0,synth_static_202-b779de9ef29e2e7443fb4d7704940848,,196,0.071561625,0.0791202374999999,0.0110016499999999
synth_static_202,80000000,0.4,4,196,marginal-hits-tuned,TINYLFU,,497319.05221399,159.0,0.25638985,159,50000,0,synth_static_202-d945363e460110f8caba19479b0754df,,196,0.0769758625,0.096225375,0.0177875875
synth_static_202,80000000,0.4,4,196,hits,TINYLFU,,477065.1641993766,55.0,0.3975648,55,50000,0,synth_static_202-bfd5f72924f216604dafccbae0d596b4,0.1,196,-0.0641990874999999,-0.044949575,
synth_static_202,80000000,0.4,4,196,free-mem,TINYLFU,,467343.0665751562,,0.3333657125,0,50000,0,synth_static_202-ec48e0a72fc638295dfe0c2369d52dd0,,196,0.0,0.0192495124999999,
synth_static_202,80000000,0.4,4,196,disabled,TINYLFU,,481241.17133602686,,0.3333657125,0,50000,0,synth_static_202-9a7f03082b239e4e9e29169984c05176,,196,0.0,0.0192495124999999,
synth_static_202,80000000,0.4,4,196,tail-age,TINYLFU,,466509.2467080437,682.0,0.34649535,682,50000,0,synth_static_202-0727468df3f296139f52f86522aaf964,0.25,196,-0.0131296374999999,0.0061198749999999,
synth_static_202,80000000,0.4,4,196,marginal-hits,TINYLFU,,553816.966674691,1564.0,0.2741774375,1564,50000,0,synth_static_202-66c8b2074602f2b06cb48cd141b3167f,,196,0.059188275,0.0784377874999999,
synth_static_202,80000000,0.8,4,391,disabled,LRU,,651643.594410177,,0.1193873875,0,50000,0,synth_static_202-0aef2cadd56566225c5227ce5793d398,,391,0.0,0.0,
synth_static_202,80000000,0.8,4,391,tail-age,LRU,,493870.4579217639,,0.1193873875,0,50000,0,synth_static_202-281067b4ff0e646554ce2af9c58f1043,0.25,391,0.0,0.0,
synth_static_202,80000000,0.8,4,391,free-mem,LRU,,563769.3093919186,,0.1193873875,0,50000,0,synth_static_202-a86bcafa2b12f8c5e6a69fa456f314b0,,391,0.0,0.0,
synth_static_202,80000000,0.8,4,391,hits,LRU,,577051.9480828049,29.0,0.1479471625,29,50000,0,synth_static_202-fdbbc04b8e8316d2f374db9eecaae30f,0.1,391,-0.028559775,-0.028559775,
synth_static_202,80000000,0.8,4,391,marginal-hits,LRU,,538767.8864188035,1319.0,0.078515325,1319,50000,0,synth_static_202-1cab3c8fc4eb7992ea5b24fcb14333dd,,391,0.0408720625,0.0408720625,
synth_static_202,80000000,0.8,4,391,marginal-hits-tuned,LRU,,519260.24057031545,122.0,0.0718634625,122,50000,0,synth_static_202-66dcec7777683765523f7e061027d13b,,391,0.0475239249999999,0.0475239249999999,0.0066518624999999
synth_static_202,80000000,0.8,4,391,marginal-hits,LRU2Q,cold,579581.4863464955,1302.0,0.0776242875,1302,50000,0,synth_static_202-1182b791581d6c70f546c5ebed05c0a3,,391,0.0410861374999999,0.0417631,
synth_static_202,80000000,0.8,4,391,marginal-hits-tuned,LRU2Q,cold,625664.8433991079,116.0,0.07127855,116,50000,0,synth_static_202-c8bb0816f55b3b34892b43de4a93bd33,,391,0.047431875,0.0481088375,0.0063457375
synth_static_202,80000000,0.8,4,391,free-mem,LRU2Q,,700967.0485482125,,0.118710425,0,50000,0,synth_static_202-4d0385ef35895f7f52765e8b58551240,,391,0.0,0.0006769625,
synth_static_202,80000000,0.8,4,391,hits,LRU2Q,,689846.2380202048,28.0,0.1465700125,28,50000,0,synth_static_202-9c7ad604e5a53de4c809a7db3413c468,0.1,391,-0.0278595875,-0.027182625,
synth_static_202,80000000,0.8,4,391,tail-age,LRU2Q,,585862.5023007398,26.0,0.1435979875,26,50000,0,synth_static_202-8eea83c8c9fd62af2338e78b78962f14,0.25,391,-0.0248875625,-0.0242106,
synth_static_202,80000000,0.8,4,391,disabled,LRU2Q,,496835.3345687194,,0.118710425,0,50000,0,synth_static_202-b2045245b70cbb72d53ca8dc9f7c562e,,391,0.0,0.0006769625,
synth_static_202,80000000,0.8,4,391,free-mem,TINYLFU,,493550.413907879,,0.1151436,0,50000,0,synth_static_202-969e72f344a63b657cf161cca0a2b596,,391,0.0,0.0042437874999999,
synth_static_202,80000000,0.8,4,391,hits,TINYLFU,,547548.4937283562,27.0,0.1413113,27,50000,0,synth_static_202-e42a960b62d4069a7e2698c1821832b3,0.1,391,-0.0261677,-0.0219239125,
synth_static_202,80000000,0.8,4,391,tail-age,TINYLFU,,516117.42335872265,199.0,0.124151575,199,50000,0,synth_static_202-6d1e3592613bdcbf150801154300bc7c,0.25,391,-0.009007975,-0.0047641875,
synth_static_202,80000000,0.8,4,391,disabled,TINYLFU,,524017.2999409394,,0.1151436,0,50000,0,synth_static_202-1b56b6a400cf90c6e7beb0cee235041c,,391,0.0,0.0042437874999999,
synth_static_202,80000000,0.8,4,391,marginal-hits,TINYLFU,,621073.3203478778,1327.0,0.0782397,1327,50000,0,synth_static_202-ba2d2fbf338416ea57a7921990b8408b,,391,0.0369039,0.0411476875,
synth_static_202,80000000,0.8,4,391,marginal-hits-tuned,TINYLFU,,612426.7205127092,110.0,0.0696138625,110,50000,0,synth_static_202-b3e36c85a89e91a283666742fc0b7318,,391,0.0455297375,0.049773525,0.0086258374999999
synth_static_204,80000000,0.01,4,5,marginal-hits-tuned,LRU,,583182.7129760002,,0.4434190375,0,50000,0,synth_static_204-d5235e4e26f1b6dd6af27246a75bb20e,,5,0.0,0.0,0.0
synth_static_204,80000000,0.01,4,5,tail-age,LRU,,588056.2440193833,,0.4434190375,0,50000,0,synth_static_204-fbda0874743daa8eced7d74abae5eb4e,0.25,5,0.0,0.0,
